4,4,4,255
33,8,8,255
46,46,46,255
3,125,11,255
15,118,47,255
0,67,123,255
25,111,81,255
30,107,99,255
45,121,81,255
41,109,113,255
78,59,59,255
90,81,57,255
112,92,34,255
79,79,79,255
64,121,103,255
109,109,111,255
28,28,175,255
61,54,156,255
49,49,183,255
18,80,132,255
33,91,140,255
56,92,178,255
49,102,146,255
60,96,175,255
62,88,198,255
66,60,161,255
68,68,189,255
71,115,153,255
79,123,165,255
105,121,146,255
116,110,179,255
83,84,196,255
78,82,241,255
85,100,204,255
93,97,242,255
97,94,211,255
96,95,226,255
111,110,205,255
109,112,242,255
1,128,0,255
14,134,16,255
23,138,6,255
22,138,23,255
30,139,34,255
46,149,12,255
36,141,37,255
40,147,40,255
44,146,49,255
58,140,36,255
55,137,52,255
57,147,40,255
55,153,55,255
1,130,84,255
23,141,99,255
56,146,71,255
44,151,113,255
62,160,125,255
75,142,26,255
78,150,44,255
64,160,15,255
71,163,17,255
87,171,21,255
91,161,42,255
98,143,30,255
108,150,42,255
103,179,25,255
119,187,29,255
114,171,46,255
74,154,74,255
78,143,110,255
80,166,80,255
69,161,121,255
110,156,77,255
111,141,112,255
105,162,72,255
108,165,85,255
118,162,73,255
120,167,86,255
111,179,112,255
89,144,142,255
91,133,169,255
79,168,136,255
114,140,142,255
102,141,175,255
103,180,151,255
118,185,162,255
120,130,219,255
126,129,244,255
138,117,58,255
132,127,118,255
163,126,126,255
223,44,42,255
225,57,55,255
227,74,73,255
231,97,95,255
233,115,114,255
138,121,145,255
133,122,176,255
131,122,200,255
143,151,51,255
135,172,59,255
167,154,54,255
189,154,58,255
182,161,61,255
140,147,72,255
150,134,120,255
146,174,71,255
144,178,111,255
168,139,89,255
166,157,67,255
171,147,90,255
189,157,67,255
183,152,85,255
171,146,110,255
185,165,82,255
188,168,109,255
135,195,33,255
151,203,37,255
153,200,50,255
176,215,43,255
151,202,96,255
183,202,82,255
193,157,60,255
196,160,62,255
192,158,66,255
199,164,70,255
198,168,87,255
203,178,78,255
200,185,83,255
209,173,75,255
209,174,81,255
212,176,78,255
218,182,84,255
200,172,99,255
195,173,117,255
204,178,105,255
203,180,117,255
217,185,105,255
209,185,120,255
225,189,91,255
225,190,103,255
192,223,48,255
208,231,52,255
224,239,56,255
232,243,57,255
244,249,60,255
203,200,90,255
212,200,102,255
207,227,74,255
210,232,100,255
228,192,94,255
234,198,100,255
233,202,122,255
236,210,110,255
241,205,107,255
240,206,122,255
244,208,110,255
251,215,117,255
250,252,68,255
242,248,125,255
130,130,130,255
141,141,146,255
135,149,133,255
140,152,155,255
152,132,136,255
148,132,152,255
152,146,131,255
149,149,153,255
154,148,171,255
140,182,142,255
132,167,183,255
171,150,140,255
169,151,173,255
185,175,142,255
173,172,176,255
142,142,215,255
142,144,245,255
149,176,200,255
158,160,246,255
162,156,195,255
169,169,202,255
163,163,221,255
164,186,205,255
173,181,215,255
178,173,199,255
177,173,214,255
184,184,199,255
184,185,212,255
176,177,241,255
144,198,144,255
143,199,179,255
172,199,144,255
175,210,177,255
177,209,205,255
190,192,249,255
191,224,212,255
194,173,131,255
194,171,156,255
199,181,135,255
199,184,150,255
212,189,130,255
211,186,145,255
196,188,170,255
237,141,140,255
243,180,179,255
195,187,200,255
192,188,226,255
195,193,134,255
205,193,154,255
215,194,137,255
219,201,151,255
210,201,175,255
197,226,156,255
213,234,176,255
238,208,135,255
224,207,162,255
225,210,169,255
230,217,183,255
241,221,166,255
251,225,152,255
250,230,175,255
198,198,198,255
200,200,215,255
196,217,196,255
195,214,216,255
211,204,198,255
213,206,208,255
216,212,200,255
215,215,215,255
200,200,233,255
199,200,250,255
205,217,228,255
207,208,250,255
213,213,234,255
219,219,245,255
207,230,213,255
220,232,236,255
232,221,194,255
226,221,213,255
247,202,202,255
249,215,215,255
224,222,232,255
236,226,201,255
235,229,212,255
250,236,196,255
241,235,216,255
253,240,204,255
252,242,215,255
231,231,231,255
231,231,248,255
232,243,232,255
237,242,245,255
245,236,226,255
241,239,241,255
247,243,232,255
254,254,254,255
