 14,13,14,255
 14,33,4,255
 24,43,4,255
 24,53,25,255
 34,33,25,255
 34,33,35,255
 34,43,4,255
 34,43,46,255
 34,53,14,255
 34,53,35,255
 34,113,129,255
 34,123,129,255
 45,23,25,255
 45,43,46,255
 45,53,14,255
 45,53,46,255
 45,53,56,255
 45,63,25,255
 45,63,35,255
 45,63,46,255
 45,73,88,255
 55,53,46,255
 55,53,56,255
 55,63,25,255
 55,63,35,255
 55,63,56,255
 55,73,35,255
 55,73,46,255
 55,83,56,255
 55,132,150,255
 65,53,35,255
 65,63,67,255
 65,73,46,255
 65,73,67,255
 65,83,35,255
 65,83,46,255
 65,83,56,255
 65,83,67,255
 65,113,129,255
 65,142,161,255
 65,142,171,255
 65,152,161,255
 75,73,77,255
 75,83,46,255
 75,93,56,255
 75,93,67,255
 75,93,77,255
 75,103,67,255
 75,113,129,255
 75,123,140,255
 75,152,171,255
 75,152,182,255
 75,162,171,255
 85,93,56,255
 85,93,77,255
 85,93,88,255
 85,93,98,255
 85,103,56,255
 85,103,67,255
 85,103,77,255
 85,103,88,255
 85,162,182,255
 85,162,192,255
 85,172,182,255
 85,172,192,255
 96,93,88,255
 96,93,98,255
 96,103,67,255
 96,103,77,255
 96,103,88,255
 96,113,67,255
 96,113,77,255
 96,123,88,255
 96,123,98,255
 96,152,171,255
 96,172,192,255
 96,182,203,255
 106,103,109,255
 106,113,88,255
 106,123,77,255
 106,123,88,255
 106,123,98,255
 106,132,98,255
 106,182,203,255
 106,182,213,255
 106,192,213,255
 116,73,77,255
 116,113,119,255
 116,123,109,255
 116,132,88,255
 116,132,98,255
 116,132,109,255
 116,142,98,255
 116,172,182,255
 116,192,213,255
 116,192,224,255
 116,202,224,255
 126,123,119,255
 126,123,129,255
 126,132,98,255
 126,132,109,255
 126,132,119,255
 126,132,129,255
 126,142,98,255
 126,142,109,255
 126,142,161,255
 126,152,161,255
 126,172,182,255
 126,202,224,255
 126,212,245,255
 136,73,88,255
 136,132,129,255
 136,142,119,255
 136,142,129,255
 136,152,109,255
 136,152,119,255
 136,152,129,255
 136,162,171,255
 147,73,67,255
 147,113,67,255
 147,113,171,255
 147,142,140,255
 147,142,150,255
 147,152,98,255
 147,152,109,255
 147,152,119,255
 147,152,129,255
 147,162,129,255
 157,103,119,255
 157,113,56,255
 157,142,119,255
 157,152,150,255
 157,152,161,255
 157,162,119,255
 157,162,140,255
 157,162,150,255
 157,172,129,255
 157,172,140,255
 157,172,150,255
 167,53,46,255
 167,63,67,255
 167,73,67,255
 167,113,129,255
 167,113,140,255
 167,123,46,255
 167,123,67,255
 167,162,129,255
 167,162,161,255
 167,162,171,255
 167,172,119,255
 167,172,129,255
 167,172,140,255
 167,172,150,255
 167,172,161,255
 167,172,171,255
 177,63,56,255
 177,123,67,255
 177,123,140,255
 177,132,56,255
 177,132,67,255
 177,142,88,255
 177,172,140,255
 177,182,150,255
 177,182,161,255
 177,182,171,255
 177,182,182,255
 177,192,161,255
 177,192,171,255
 177,192,213,255
 177,212,224,255
 177,212,234,255
 177,222,234,255
 187,73,56,255
 187,73,67,255
 187,132,56,255
 187,142,67,255
 187,192,182,255
 187,192,192,255
 187,202,182,255
 187,202,203,255
 187,222,224,255
 187,222,245,255
 187,232,245,255
 198,43,46,255
 198,73,88,255
 198,83,67,255
 198,83,77,255
 198,113,88,255
 198,132,140,255
 198,152,67,255
 198,152,77,255
 198,192,182,255
 198,192,192,255
 198,202,182,255
 198,202,192,255
 198,232,245,255
 208,93,77,255
 208,93,88,255
 208,103,109,255
 208,152,77,255
 208,152,88,255
 208,162,77,255
 208,162,88,255
 208,162,109,255
 208,192,161,255
 208,202,203,255
 208,212,192,255
 208,212,203,255
 208,212,224,255
 218,93,88,255
 218,103,88,255
 218,103,98,255
 218,152,161,255
 218,162,88,255
 218,162,171,255
 218,172,98,255
 218,202,161,255
 218,212,203,255
 218,212,213,255
 218,222,203,255
 218,222,213,255
 218,222,224,255
 228,93,46,255
 228,103,98,255
 228,113,98,255
 228,113,109,255
 228,123,109,255
 228,172,98,255
 228,172,109,255
 228,182,109,255
 228,182,119,255
 228,202,171,255
 228,212,192,255
 228,222,213,255
 228,222,224,255
 228,232,234,255
 239,73,67,255
 239,73,77,255
 239,103,67,255
 239,113,67,255
 239,113,119,255
 239,123,119,255
 239,123,129,255
 239,162,161,255
 239,182,109,255
 239,182,119,255
 239,182,182,255
 239,192,192,255
 239,202,150,255
 239,202,161,255
 239,202,203,255
 239,212,182,255
 239,212,213,255
 239,222,203,255
 239,232,234,255
 255,255,255,0
